SD,c,s,b_avg,n,avgSyncTime,avgSyncTimeCIL,avgSyncTimeCIU
0,16,101,0.75,4,19.5312,19.4944,19.5823
0,16,101,0.75,4.25,19.3769,19.3401,19.412
0,16,101,0.75,4.5,19.2496,19.2126,19.2926
0,16,101,0.75,4.75,19.1334,19.0972,19.1773
0,16,101,0.75,5,19.0238,18.9847,19.0591
0,16,101,0.75,5.25,18.8796,18.8443,18.9092
0,16,101,0.75,5.5,18.7453,18.7114,18.7834
0,16,101,0.75,5.75,18.6283,18.593,18.6618
0,16,101,0.75,6,18.5203,18.4863,18.5588
0,16,101,0.75,6.25,18.3728,18.3418,18.4009
0,16,101,0.75,6.5,18.2465,18.2171,18.2838
0,16,101,0.75,6.75,18.124,18.1009,18.1524
0,16,101,0.75,7,18.0122,17.9772,18.0455
0,16,101,0.75,7.25,17.873,17.839,17.9174
0,16,101,0.75,7.5,17.745,17.7115,17.7917
0,16,101,0.75,7.75,17.6222,17.5917,17.6559
0,16,101,0.75,8,17.5089,17.4747,17.5421
0,16,101,0.75,8.25,17.3712,17.3401,17.4
0,16,101,0.75,8.5,17.2416,17.2089,17.2666
0,16,101,0.75,8.75,17.1165,17.0848,17.1439
0,16,101,0.75,9,17.0064,16.9702,17.0391
0,16,101,0.75,9.25,16.8671,16.8371,16.901
0,16,101,0.75,9.5,16.7367,16.7035,16.7705
0,16,101,0.75,9.75,16.6138,16.5839,16.645
0,16,101,0.75,10,16.5035,16.4658,16.5356
0,16,101,0.75,10.25,16.3654,16.3326,16.4
0,16,101,0.75,10.5,16.2323,16.2035,16.2618
0,16,101,0.75,10.75,16.1132,16.0847,16.1452
0,16,101,0.75,11,15.994,15.9689,16.0226
0,16,101,0.75,11.25,15.8578,15.8274,15.8904
0,16,101,0.75,11.5,15.7272,15.6986,15.7563
0,16,101,0.75,11.75,15.6083,15.5798,15.6329
0,16,101,0.75,12,15.49,15.4648,15.515
0,16,101,0.75,12.25,15.3543,15.3307,15.3836
0,16,101,0.75,12.5,15.2226,15.1978,15.2516
0,16,101,0.75,12.75,15.1024,15.0787,15.1254
0,16,101,0.75,13,14.9853,14.9583,15.0073
0,16,101,0.75,13.25,14.8502,14.8201,14.8742
0,16,101,0.75,13.5,14.7195,14.6937,14.7446
0,16,101,0.75,13.75,14.5963,14.5671,14.63
0,16,101,0.75,14,14.4795,14.4513,14.506
0,16,101,0.75,14.25,14.346,14.321,14.3772
0,16,101,0.75,14.5,14.2152,14.187,14.2423
0,16,101,0.75,14.75,14.0965,14.0728,14.1228
0,16,101,0.75,15,13.9768,13.95,14.0016
0,16,101,0.75,15.25,13.8416,13.8155,13.8636
0,16,101,0.75,15.5,13.7115,13.6874,13.7365
0,16,101,0.75,15.75,13.5901,13.5678,13.6112
0,16,101,0.75,16,13.4688,13.4516,13.4873
0,16,101,0.75,16.25,13.5004,13.4744,13.5244
0,16,101,0.75,16.5,13.5297,13.5064,13.5531
0,16,101,0.75,16.75,13.5591,13.5343,13.5855
0,16,101,0.75,17,13.5858,13.5589,13.6096
0,16,101,0.75,17.25,13.6137,13.5945,13.6364
0,16,101,0.75,17.5,13.6356,13.6174,13.6573
0,16,101,0.75,17.75,13.6639,13.6373,13.6939
0,16,101,0.75,18,13.6865,13.6622,13.7127
0,16,101,0.75,18.25,13.7089,13.6863,13.7315
0,16,101,0.75,18.5,13.7262,13.6957,13.7514
0,16,101,0.75,18.75,13.7446,13.719,13.767
0,16,101,0.75,19,13.7648,13.7387,13.7872
0,16,101,0.75,19.25,13.7813,13.7578,13.8081
0,16,101,0.75,19.5,13.7985,13.7759,13.8278
0,16,101,0.75,19.75,13.8103,13.7856,13.8316
0,16,101,0.75,20,13.8275,13.8025,13.8557
0,16,101,0.75,20.25,13.8397,13.8168,13.8699
0,16,101,0.75,20.5,13.8506,13.8222,13.8788
0,16,101,0.75,20.75,13.8623,13.8387,13.8881
0,16,101,0.75,21,13.875,13.8477,13.9015
max,16,101,0.75,0.25,20.8899,20.8398,20.9303
max,16,101,0.75,0.5,20.8887,20.8487,20.925
max,16,101,0.75,0.75,20.8891,20.8528,20.942
max,16,101,0.75,1,20.887,20.8437,20.9259
max,16,101,0.75,1.25,20.7046,20.6635,20.746
max,16,101,0.75,1.5,20.582,20.5469,20.6206
max,16,101,0.75,1.75,20.4967,20.4718,20.5327
max,16,101,0.75,2,20.4292,20.3939,20.4804
max,16,101,0.75,2.25,20.2792,20.2396,20.3155
max,16,101,0.75,2.5,20.1553,20.1189,20.1948
max,16,101,0.75,2.75,20.0631,20.0224,20.1045
max,16,101,0.75,3,19.9813,19.9327,20.0218
max,16,101,0.75,3.25,19.8117,19.7786,19.853
max,16,101,0.75,3.5,19.6699,19.6295,19.7082
max,16,101,0.75,3.75,19.552,19.515,19.5921
max,16,101,0.75,4,19.4475,19.4084,19.4849
max,16,101,0.75,4.25,19.2929,19.2636,19.3385
max,16,101,0.75,4.5,19.1652,19.1304,19.1979
max,16,101,0.75,4.75,19.0425,19.0033,19.0795
max,16,101,0.75,5,18.942,18.9064,18.9918
max,16,101,0.75,5.25,18.7991,18.7648,18.8405
max,16,101,0.75,5.5,18.6746,18.6409,18.7091
max,16,101,0.75,5.75,18.5614,18.528,18.5971
max,16,101,0.75,6,18.4576,18.4185,18.4967
max,16,101,0.75,6.25,18.3127,18.2845,18.3479
max,16,101,0.75,6.5,18.1815,18.1475,18.2167
max,16,101,0.75,6.75,18.064,18.0334,18.0959
max,16,101,0.75,7,17.9537,17.9154,17.9816
max,16,101,0.75,7.25,17.8078,17.7733,17.8369
max,16,101,0.75,7.5,17.6776,17.6442,17.716
max,16,101,0.75,7.75,17.5555,17.5206,17.5905
max,16,101,0.75,8,17.4445,17.4126,17.4763
max,16,101,0.75,8.25,17.306,17.2648,17.3311
max,16,101,0.75,8.5,17.1778,17.1512,17.21
max,16,101,0.75,8.75,17.0624,17.0347,17.1075
max,16,101,0.75,9,16.9489,16.9169,16.9799
max,16,101,0.75,9.25,16.815,16.7786,16.8402
max,16,101,0.75,9.5,16.6877,16.6574,16.7196
max,16,101,0.75,9.75,16.5701,16.5343,16.6043
max,16,101,0.75,10,16.4609,16.4277,16.4978
max,16,101,0.75,10.25,16.319,16.2864,16.3435
max,16,101,0.75,10.5,16.1855,16.1533,16.2169
max,16,101,0.75,10.75,16.0654,16.0326,16.0958
max,16,101,0.75,11,15.9476,15.9217,15.9725
max,16,101,0.75,11.25,15.8129,15.7873,15.8409
max,16,101,0.75,11.5,15.6886,15.6583,15.719
max,16,101,0.75,11.75,15.5651,15.5301,15.5957
max,16,101,0.75,12,15.4533,15.426,15.4795
max,16,101,0.75,12.25,15.3254,15.3005,15.3479
max,16,101,0.75,12.5,15.1981,15.1743,15.223
max,16,101,0.75,12.75,15.0808,15.0589,15.1061
max,16,101,0.75,13,14.9679,14.9359,14.9955
max,16,101,0.75,13.25,14.8356,14.8114,14.8607
max,16,101,0.75,13.5,14.7039,14.6709,14.7303
max,16,101,0.75,13.75,14.5793,14.5546,14.6087
max,16,101,0.75,14,14.4578,14.4338,14.482
max,16,101,0.75,14.25,14.3241,14.2944,14.3518
max,16,101,0.75,14.5,14.1998,14.1744,14.2258
max,16,101,0.75,14.75,14.0779,14.0492,14.0999
max,16,101,0.75,15,13.9572,13.9375,13.982
max,16,101,0.75,15.25,13.8289,13.8086,13.8494
max,16,101,0.75,15.5,13.7062,13.6824,13.7282
max,16,101,0.75,15.75,13.587,13.5659,13.6114
max,16,101,0.75,16,13.4719,13.4536,13.4924
max,16,101,0.75,16.25,13.5546,13.5329,13.5768
max,16,101,0.75,16.5,13.639,13.6115,13.6634
max,16,101,0.75,16.75,13.7232,13.6961,13.7423
max,16,101,0.75,17,13.8071,13.7767,13.8323
max,16,101,0.75,17.25,13.8911,13.8713,13.9131
max,16,101,0.75,17.5,13.9749,13.9539,13.996
max,16,101,0.75,17.75,14.0584,14.0354,14.0826
max,16,101,0.75,18,14.1451,14.1195,14.1687
max,16,101,0.75,18.25,14.2287,14.2034,14.2517
max,16,101,0.75,18.5,14.3144,14.292,14.3408
max,16,101,0.75,18.75,14.3977,14.3734,14.4282
max,16,101,0.75,19,14.4796,14.4552,14.5041
max,16,101,0.75,19.25,14.5644,14.541,14.5912
max,16,101,0.75,19.5,14.65,14.6261,14.6757
max,16,101,0.75,19.75,14.733,14.7043,14.7599
max,16,101,0.75,20,14.8189,14.7957,14.8468
max,16,101,0.75,20.25,14.9003,14.8655,14.9333
max,16,101,0.75,20.5,14.9867,14.9548,15.0081
max,16,101,0.75,20.75,15.0715,15.0442,15.1014
max,16,101,0.75,21,15.1531,15.1232,15.1817
0,16,101,1,0.25,15.6611,15.63,15.6985
0,16,101,1,0.5,15.6596,15.6238,15.69
0,16,101,1,0.75,15.6585,15.6248,15.6915
0,16,101,1,1,15.6578,15.6275,15.6833
0,16,101,1,1.25,15.4544,15.4259,15.4846
0,16,101,1,1.5,15.319,15.288,15.3533
0,16,101,1,1.75,15.2231,15.1972,15.2558
0,16,101,1,2,15.1544,15.1179,15.1942
0,16,101,1,2.25,14.9823,14.9549,15.0141
0,16,101,1,2.5,14.8458,14.8237,14.8778
0,16,101,1,2.75,14.7393,14.7111,14.768
0,16,101,1,3,14.6505,14.6249,14.6703
0,16,101,1,3.25,14.4903,14.46,14.5142
0,16,101,1,3.5,14.3587,14.331,14.3882
0,16,101,1,3.75,14.2423,14.2135,14.2711
0,16,101,1,4,14.1424,14.1135,14.1745
0,16,101,1,4.25,13.9939,13.9683,14.0192
0,16,101,1,4.5,13.8594,13.8399,13.8828
0,16,101,1,4.75,13.7436,13.7148,13.7734
0,16,101,1,5,13.6384,13.6133,13.6629
0,16,101,1,5.25,13.4888,13.4631,13.5166
0,16,101,1,5.5,13.3593,13.3314,13.3914
0,16,101,1,5.75,13.2426,13.2141,13.2695
0,16,101,1,6,13.1362,13.1132,13.1642
0,16,101,1,6.25,12.9898,12.9667,13.0152
0,16,101,1,6.5,12.8549,12.8333,12.8862
0,16,101,1,6.75,12.7385,12.7084,12.7633
0,16,101,1,7,12.6284,12.6032,12.6503
0,16,101,1,7.25,12.4875,12.4672,12.5116
0,16,101,1,7.5,12.3555,12.3311,12.3856
0,16,101,1,7.75,12.2363,12.2156,12.2576
0,16,101,1,8,12.124,12.1022,12.144
0,16,101,1,8.25,11.9844,11.9594,12.0119
0,16,101,1,8.5,11.8512,11.8262,11.8708
0,16,101,1,8.75,11.7339,11.7101,11.7566
0,16,101,1,9,11.6178,11.5944,11.6445
0,16,101,1,9.25,11.4799,11.4589,11.5033
0,16,101,1,9.5,11.3464,11.3272,11.3663
0,16,101,1,9.75,11.2283,11.2095,11.2491
0,16,101,1,10,11.1134,11.0912,11.1326
0,16,101,1,10.25,10.9758,10.9533,10.9946
0,16,101,1,10.5,10.8464,10.8278,10.8691
0,16,101,1,10.75,10.7246,10.7025,10.7422
0,16,101,1,11,10.6088,10.5899,10.6263
0,16,101,1,11.25,10.4725,10.4562,10.4933
0,16,101,1,11.5,10.3403,10.3238,10.3526
0,16,101,1,11.75,10.2189,10.1951,10.2348
0,16,101,1,12,10.1044,10.0887,10.1203
0,16,101,1,12.25,9.96801,9.95026,9.98369
0,16,101,1,12.5,9.83416,9.81872,9.85115
0,16,101,1,12.75,9.71601,9.69812,9.73265
0,16,101,1,13,9.5998,9.58522,9.61409
0,16,101,1,13.25,9.4624,9.44587,9.47875
0,16,101,1,13.5,9.33044,9.30892,9.34269
0,16,101,1,13.75,9.2103,9.19615,9.22073
0,16,101,1,14,9.09508,9.08348,9.10902
0,16,101,1,14.25,8.95886,8.94845,8.96945
0,16,101,1,14.5,8.82649,8.81525,8.83881
0,16,101,1,14.75,8.70757,8.69707,8.72206
0,16,101,1,15,8.58894,8.57635,8.60239
0,16,101,1,15.25,8.4534,8.43991,8.46563
0,16,101,1,15.5,8.32055,8.30917,8.33042
0,16,101,1,15.75,8.20266,8.19165,8.21207
0,16,101,1,16,8.08405,8.07504,8.09246
0,16,101,1,16.25,8.08422,8.07635,8.09295
0,16,101,1,16.5,8.08422,8.07413,8.09233
0,16,101,1,16.75,8.08385,8.07427,8.09268
0,16,101,1,17,8.08411,8.0738,8.09154
0,16,101,1,17.25,8.0846,8.07555,8.09483
0,16,101,1,17.5,8.08433,8.07618,8.09447
0,16,101,1,17.75,8.08385,8.07443,8.0928
0,16,101,1,18,8.08521,8.07648,8.095
0,16,101,1,18.25,8.08471,8.07471,8.09572
0,16,101,1,18.5,8.08412,8.07593,8.09469
0,16,101,1,18.75,8.08381,8.07315,8.09238
0,16,101,1,19,8.08412,8.07477,8.09226
0,16,101,1,19.25,8.08395,8.07569,8.09235
0,16,101,1,19.5,8.08421,8.07618,8.09333
0,16,101,1,19.75,8.08388,8.07551,8.09411
0,16,101,1,20,8.08434,8.07594,8.09435
0,16,101,1,20.25,8.08364,8.07492,8.0942
0,16,101,1,20.5,8.08363,8.07363,8.0933
0,16,101,1,20.75,8.08399,8.07636,8.09391
0,16,101,1,21,8.08405,8.07443,8.09487
max,16,101,1,0.25,15.658,15.6282,15.6888
max,16,101,1,0.5,15.6599,15.63,15.693
max,16,101,1,0.75,15.6593,15.6332,15.688
max,16,101,1,1,15.6591,15.6259,15.6871
max,16,101,1,1.25,15.4512,15.4194,15.4838
max,16,101,1,1.5,15.316,15.2814,15.3501
max,16,101,1,1.75,15.225,15.1944,15.2557
max,16,101,1,2,15.1554,15.1261,15.1864
max,16,101,1,2.25,14.984,14.957,15.0145
max,16,101,1,2.5,14.8454,14.8255,14.8714
max,16,101,1,2.75,14.7378,14.6993,14.7636
max,16,101,1,3,14.6465,14.6223,14.6738
max,16,101,1,3.25,14.4916,14.46,14.5251
max,16,101,1,3.5,14.3579,14.3306,14.3821
max,16,101,1,3.75,14.2429,14.2201,14.2713
max,16,101,1,4,14.1444,14.12,14.1771
max,16,101,1,4.25,13.9931,13.9704,14.0215
max,16,101,1,4.5,13.8591,13.8379,13.8852
max,16,101,1,4.75,13.7425,13.7178,13.7691
max,16,101,1,5,13.6388,13.6064,13.6641
max,16,101,1,5.25,13.4935,13.4732,13.5233
max,16,101,1,5.5,13.3593,13.3302,13.3819
max,16,101,1,5.75,13.2404,13.2172,13.2673
max,16,101,1,6,13.1331,13.1123,13.1558
max,16,101,1,6.25,12.9922,12.9667,13.022
max,16,101,1,6.5,12.8576,12.8353,12.8776
max,16,101,1,6.75,12.7382,12.7128,12.7679
max,16,101,1,7,12.6274,12.6012,12.6542
max,16,101,1,7.25,12.4865,12.4656,12.5117
max,16,101,1,7.5,12.3534,12.3344,12.3764
max,16,101,1,7.75,12.2343,12.2127,12.2604
max,16,101,1,8,12.1243,12.0994,12.1488
max,16,101,1,8.25,11.9822,11.965,12.0001
max,16,101,1,8.5,11.8517,11.8258,11.8708
max,16,101,1,8.75,11.7321,11.7075,11.7529
max,16,101,1,9,11.6185,11.5972,11.6392
max,16,101,1,9.25,11.4823,11.4615,11.5042
max,16,101,1,9.5,11.346,11.3257,11.3629
max,16,101,1,9.75,11.2282,11.2097,11.2459
max,16,101,1,10,11.1132,11.0937,11.133
max,16,101,1,10.25,10.9754,10.953,10.9973
max,16,101,1,10.5,10.844,10.823,10.8618
max,16,101,1,10.75,10.7229,10.7068,10.7483
max,16,101,1,11,10.6096,10.5895,10.6256
max,16,101,1,11.25,10.4712,10.4506,10.4874
max,16,101,1,11.5,10.3405,10.3197,10.3583
max,16,101,1,11.75,10.2193,10.2017,10.2365
max,16,101,1,12,10.1039,10.0868,10.1194
max,16,101,1,12.25,9.96817,9.95031,9.98428
max,16,101,1,12.5,9.8345,9.81901,9.85049
max,16,101,1,12.75,9.71645,9.70023,9.73202
max,16,101,1,13,9.60068,9.58817,9.6138
max,16,101,1,13.25,9.46206,9.44806,9.47524
max,16,101,1,13.5,9.33093,9.31755,9.34639
max,16,101,1,13.75,9.2121,9.19691,9.22407
max,16,101,1,14,9.09316,9.08131,9.10713
max,16,101,1,14.25,8.95884,8.94626,8.97183
max,16,101,1,14.5,8.82569,8.80843,8.83942
max,16,101,1,14.75,8.70685,8.69616,8.7204
max,16,101,1,15,8.58942,8.57623,8.60157
max,16,101,1,15.25,8.45561,8.44354,8.46695
max,16,101,1,15.5,8.32158,8.31025,8.332
max,16,101,1,15.75,8.2024,8.19255,8.21334
max,16,101,1,16,8.08296,8.0741,8.09144
max,16,101,1,16.25,8.08506,8.07576,8.09383
max,16,101,1,16.5,8.08413,8.07468,8.09435
max,16,101,1,16.75,8.08385,8.07356,8.09177
max,16,101,1,17,8.08459,8.07595,8.09333
max,16,101,1,17.25,8.08494,8.07581,8.09304
max,16,101,1,17.5,8.08365,8.07475,8.09215
max,16,101,1,17.75,8.08476,8.07442,8.09685
max,16,101,1,18,8.08395,8.07623,8.09383
max,16,101,1,18.25,8.0845,8.07549,8.09337
max,16,101,1,18.5,8.08465,8.07574,8.09319
max,16,101,1,18.75,8.08416,8.07561,8.09322
max,16,101,1,19,8.08454,8.07655,8.093
max,16,101,1,19.25,8.08386,8.07532,8.09334
max,16,101,1,19.5,8.08374,8.07439,8.09505
max,16,101,1,19.75,8.08395,8.07592,8.09287
max,16,101,1,20,8.08452,8.07287,8.09416
max,16,101,1,20.25,8.08508,8.07384,8.09593
max,16,101,1,20.5,8.08342,8.07451,8.0916
max,16,101,1,20.75,8.08432,8.0755,8.09551
max,16,101,1,21,8.08417,8.07435,8.09183
